Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
KINS,"Kingstone Companies, Inc",12.75,100895416.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.56,3257550,714375,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KNSL,"Kinsale Capital Group, Inc.",31.38,657998025.66,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",14.45,229752688,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,"Kite Pharma, Inc.",51.99,2593038942.75,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,Kitov Pharmaceuticals Holdings Ltd.,3.2887,13838001.1154,4207742,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,1.3399,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,79.59,12441407879.88,n/a,n/a,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLRE,KLR Energy Acquisition Corp.,10.39,106306843.5,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/klre
KLREU,KLR Energy Acquisition Corp.,12.06,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/klreu
KLREW,KLR Energy Acquisition Corp.,1.35,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/klrew
KLXI,KLX Inc.,45.07,2366568641.38,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,"Kona Grill, Inc.",11.75,123871766.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KZ,KongZhong Corporation,6.97,245373775.84,35204272,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,Kopin Corporation,3.41,227684001.82,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,13.35,413714804.55,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,2.26,16684915.56,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,37.02,125868000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",7.06,522048402.98,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KLIC,"Kulicke and Soffa Industries, Inc.",16.28,1153955573.76,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",6.25,133548418.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",11.05,182944882.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,13.75,142909923.75,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,20.99,383151648.91,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",15.9999,97563486.2244,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LSBG,Lake Sunapee Bank Group,22.65,189989989.35,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg
LBAI,"Lakeland Bancorp, Inc.",18.35,865794672.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,44.96,1127645671.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",10.8,78426511.2,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,108.86,17725669336.74,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,69.19,6733729729.43,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,140.67,3857677671.33,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LCA,"Landcadia Holdings, Inc.",9.82,306875000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/lca
LCAHU,"Landcadia Holdings, Inc.",10.32,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
LCAHW,"Landcadia Holdings, Inc.",0.6,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,13.5,368156232,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,29.27,112922898.98,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,15.69,353391471.33,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,24.8965,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.02,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",15.6,499658000.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",83.95,3507034672.05,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",8.5,303660732,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",1.54,26570850.46,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,7.2,872302089.6,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAWS,"Lawson Products, Inc.",22.95,201920365.35,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,10.56,209135794.56,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,21.8,217636637.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,1.62,4539907.44,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LGCY,Legacy Reserves LP,2.4,174107877.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LGCYO,Legacy Reserves LP,10.12,70840000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
LGCYP,Legacy Reserves LP,9.9165,19833000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
LTXB,"LegacyTexas Financial Group, Inc.",41.54,1984497066.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,24.8197,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,26.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,25.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,28.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
UDBI,Legg Mason US Diversified Core ETF,27.5629,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
LMAT,"LeMaitre Vascular, Inc.",25.27,469611817.36,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",101.45,1196055528.7,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree
LXRX,"Lexicon Pharmaceuticals, Inc.",14.57,1515809561.22,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LGIH,"LGI Homes, Inc.",28.93,615703130.02,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,45.32,823775476.48,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.51,10301052.39,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,73.56,13364658709.68,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,75.1,13644451727.8,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",42.07,2395613045,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",41,2334683500,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,33.79,30625043295.64,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,33.45,30316889560.2,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,32.7,29637138673.2,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Global plc,22.96,3998412824,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila
LILAK,Liberty Global plc,22.1,3848646490,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak
LVNTA,Liberty Interactive Corporation,39.15,3343410000,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,38.6086,3297174440,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
QVCA,Liberty Interactive Corporation,19.43,9072817029.85,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
QVCB,Liberty Interactive Corporation,20.11,9390342278.45,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
BATRA,Liberty Media Corporation,20.43,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,20.49,1012896000.75,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk
LMCA,Liberty Media Corporation,30.61,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca
LMCK,Liberty Media Corporation,30.66,2568011020.68,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck
LSXMA,Liberty Media Corporation,35.25,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,37.46,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,34.79,11654960848.65,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk
TAX,"Liberty Tax, Inc.",14,177951634,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
LTRPA,"Liberty TripAdvisor Holdings, Inc.",17.2,1289285426,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.5,1311772962.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
LPNT,"LifePoint Health, Inc.",59.9,2405339308.5,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",16.55,238833496.85,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,7.73,108602047.52,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",10.99,177385556.67,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,107.63,2249487342.07,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,1.09,6044213.5,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.64,38791343.12,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LMB,"Limbach Holdings, Inc.",14.19,105779227.29,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",2.43,255784689.27,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,20.7,293489278.2,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,1.96,48721468.32,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",78,5150294526,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,9.56,439458668.8,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,2.24,0,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw
LLTC,Linear Technology Corporation,62.24,14959873206.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LBIO,"Lion Biotechnologies, Inc.",7.25,450130481.75,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio
LIOX,"Lionbridge Technologies, Inc.",5.72,349318632.52,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
LPCN,Lipocine Inc.,3.47,63365298.71,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
LQDT,"Liquidity Services, Inc.",9.8,306627799.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",149.77,3374637110.1,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,46.07,2247049000.83,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",18.95,648724351.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,18.82,53592509.52,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",7.05,408694492.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LKQ,LKQ Corporation,31.19,9591255551.62,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",4.06,13398000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.21,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw
LMIA,"LMI Aerospace, Inc.",8.99,122557442.59,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
LOGI,Logitech International S.A.,25.26,4091665825.2,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",100.2,2560315109.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
EVAR,"Lombard Medical, Inc.",0.61,12130624.09,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
CNCR,Loncar Cancer Immunotherapy ETF,22.9004,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr
LONE,Lonestar Resources US Inc.,8.06,175905590.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone
LTEA,Long Island Iced Tea Corp.,4.26,32867203.56,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea
LORL,"Loral Space and Communications, Inc.",40.35,1248136502.85,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",37.25,807507399.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,37.69,3360255719,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,1.62,51516166.86,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,9.26,231631973.52,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,68.19,9347496042.21,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,36.35,2185809577.55,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,20.54,895226821.32,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,16.03,377927415.74,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LUNA,Luna Innovations Incorporated,1.545,42553009.545,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,11.05,251246756.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MACQ,"M I Acquisitions, Inc.",10.04,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/macq
MACQU,"M I Acquisitions, Inc.",10.1599,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/macqu
MACQW,"M I Acquisitions, Inc.",0.2,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/macqw
MIII,M III Acquisition Corp.,9.7,186337000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miii
MIIIU,M III Acquisition Corp.,9.88,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
MIIIW,M III Acquisition Corp.,0.25,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw
MBVX,"MabVax Therapeutics Holdings, Inc.",3.5,22036385,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx
MCBC,Macatawa Bank Corporation,9.8,332423252,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,13.17,82488596.07,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",46.19,2484859734.53,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MCUR,Macrocure Ltd.,1.5,25620978,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur
MGNX,"MacroGenics, Inc.",19.66,684870333.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",15.8,182808354.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.8,95435299.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",76.15,1769836798.25,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MPET,Magellan Petroleum Corporation,10.84,63734972.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet
MGIC,Magic Software Enterprises Ltd.,6.95,308185379,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,8.05,127968394.75,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MNGA,MagneGas Corporation,0.4798,25016438.0592,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",12.25,71304138.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",17.25,1485774602.25,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MSFG,"MainSource Financial Group, Inc.",33.07,795974925.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
COOL,Majesco Entertainment Company,3.44,11036496.96,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
MMYT,MakeMyTrip Limited,25.8,1329658805.4,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",18.35,325200131.3,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",21.1,138424503.3,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",6.4,78209689.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",16.86,632250000,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",49.67,3535977299.32,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",7.3,59385762.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",7.17,116011395.87,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",19.55,52528269.4,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,0.6302,301473102.8438,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,40.65,1566891404.1,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",1.9,28633902.5,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",2.64,113938651.2,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
